prompt,intent,action_type,path,category,args,tags,action_json
Set up elk container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_elk,docker,,"docker,elk,logging","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_elk"", ""explanation"": ""Docker ELK Stack""}"
Create Docker ELK Stack,execute_script,terraform,docker/terraform_docker_ubuntu_elk,docker,,"docker,elk,logging","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_elk"", ""explanation"": ""Docker ELK Stack""}"
Deploy fastapi with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_fastapi,docker,,"docker,fastapi,python","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_fastapi"", ""explanation"": ""Docker FastAPI""}"
Provision Docker FastAPI using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_fastapi,docker,,"docker,fastapi,python","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_fastapi"", ""explanation"": ""Docker FastAPI""}"
Set up fastapi container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_fastapi,docker,,"docker,fastapi,python","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_fastapi"", ""explanation"": ""Docker FastAPI""}"
Create Docker FastAPI,execute_script,terraform,docker/terraform_docker_ubuntu_fastapi,docker,,"docker,fastapi,python","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_fastapi"", ""explanation"": ""Docker FastAPI""}"
Deploy forgejo with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_forgejo,docker,,"docker,forgejo,git","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_forgejo"", ""explanation"": ""Docker Forgejo""}"
Provision Docker Forgejo using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_forgejo,docker,,"docker,forgejo,git","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_forgejo"", ""explanation"": ""Docker Forgejo""}"
Set up forgejo container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_forgejo,docker,,"docker,forgejo,git","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_forgejo"", ""explanation"": ""Docker Forgejo""}"
Create Docker Forgejo,execute_script,terraform,docker/terraform_docker_ubuntu_forgejo,docker,,"docker,forgejo,git","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_forgejo"", ""explanation"": ""Docker Forgejo""}"
Deploy gitea with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_gitea,docker,,"docker,gitea,git","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_gitea"", ""explanation"": ""Docker Gitea""}"
Provision Docker Gitea using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_gitea,docker,,"docker,gitea,git","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_gitea"", ""explanation"": ""Docker Gitea""}"
Set up gitea container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_gitea,docker,,"docker,gitea,git","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_gitea"", ""explanation"": ""Docker Gitea""}"
Create Docker Gitea,execute_script,terraform,docker/terraform_docker_ubuntu_gitea,docker,,"docker,gitea,git","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_gitea"", ""explanation"": ""Docker Gitea""}"
Deploy github_runner with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_github_runner,docker,,"docker,github,runner,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_github_runner"", ""explanation"": ""Docker GitHub Runner""}"
Provision Docker GitHub Runner using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_github_runner,docker,,"docker,github,runner,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_github_runner"", ""explanation"": ""Docker GitHub Runner""}"
Set up github_runner container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_github_runner,docker,,"docker,github,runner,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_github_runner"", ""explanation"": ""Docker GitHub Runner""}"
Create Docker GitHub Runner,execute_script,terraform,docker/terraform_docker_ubuntu_github_runner,docker,,"docker,github,runner,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_github_runner"", ""explanation"": ""Docker GitHub Runner""}"
Deploy gitlab_runner with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_gitlab_runner,docker,,"docker,gitlab,runner,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_gitlab_runner"", ""explanation"": ""Docker GitLab Runner""}"
Provision Docker GitLab Runner using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_gitlab_runner,docker,,"docker,gitlab,runner,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_gitlab_runner"", ""explanation"": ""Docker GitLab Runner""}"
Set up gitlab_runner container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_gitlab_runner,docker,,"docker,gitlab,runner,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_gitlab_runner"", ""explanation"": ""Docker GitLab Runner""}"
Create Docker GitLab Runner,execute_script,terraform,docker/terraform_docker_ubuntu_gitlab_runner,docker,,"docker,gitlab,runner,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_gitlab_runner"", ""explanation"": ""Docker GitLab Runner""}"
Deploy golang with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_golang,docker,,"docker,golang,go","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_golang"", ""explanation"": ""Docker Golang""}"
Provision Docker Golang using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_golang,docker,,"docker,golang,go","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_golang"", ""explanation"": ""Docker Golang""}"
Set up golang container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_golang,docker,,"docker,golang,go","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_golang"", ""explanation"": ""Docker Golang""}"
Create Docker Golang,execute_script,terraform,docker/terraform_docker_ubuntu_golang,docker,,"docker,golang,go","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_golang"", ""explanation"": ""Docker Golang""}"
Deploy grafana with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_grafana,docker,,"docker,grafana,monitoring","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_grafana"", ""explanation"": ""Docker Grafana""}"
Provision Docker Grafana using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_grafana,docker,,"docker,grafana,monitoring","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_grafana"", ""explanation"": ""Docker Grafana""}"
Set up grafana container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_grafana,docker,,"docker,grafana,monitoring","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_grafana"", ""explanation"": ""Docker Grafana""}"
Create Docker Grafana,execute_script,terraform,docker/terraform_docker_ubuntu_grafana,docker,,"docker,grafana,monitoring","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_grafana"", ""explanation"": ""Docker Grafana""}"
Deploy jenkins with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_jenkins,docker,,"docker,jenkins,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_jenkins"", ""explanation"": ""Docker Jenkins""}"
Provision Docker Jenkins using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_jenkins,docker,,"docker,jenkins,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_jenkins"", ""explanation"": ""Docker Jenkins""}"
Set up jenkins container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_jenkins,docker,,"docker,jenkins,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_jenkins"", ""explanation"": ""Docker Jenkins""}"
Create Docker Jenkins,execute_script,terraform,docker/terraform_docker_ubuntu_jenkins,docker,,"docker,jenkins,ci","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_jenkins"", ""explanation"": ""Docker Jenkins""}"
Deploy kafka with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_kafka,docker,,"docker,kafka,messaging,queue","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_kafka"", ""explanation"": ""Docker Kafka""}"
Provision Docker Kafka using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_kafka,docker,,"docker,kafka,messaging,queue","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_kafka"", ""explanation"": ""Docker Kafka""}"
Set up kafka container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_kafka,docker,,"docker,kafka,messaging,queue","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_kafka"", ""explanation"": ""Docker Kafka""}"
Create Docker Kafka,execute_script,terraform,docker/terraform_docker_ubuntu_kafka,docker,,"docker,kafka,messaging,queue","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_kafka"", ""explanation"": ""Docker Kafka""}"
Deploy keycloak with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_keycloak,docker,,"docker,keycloak,auth,sso","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_keycloak"", ""explanation"": ""Docker Keycloak""}"
Provision Docker Keycloak using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_keycloak,docker,,"docker,keycloak,auth,sso","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_keycloak"", ""explanation"": ""Docker Keycloak""}"
Set up keycloak container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_keycloak,docker,,"docker,keycloak,auth,sso","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_keycloak"", ""explanation"": ""Docker Keycloak""}"
Create Docker Keycloak,execute_script,terraform,docker/terraform_docker_ubuntu_keycloak,docker,,"docker,keycloak,auth,sso","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_keycloak"", ""explanation"": ""Docker Keycloak""}"
Deploy langflow with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_langflow,docker,,"docker,langflow,ai,llm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_langflow"", ""explanation"": ""Docker LangFlow""}"
Provision Docker LangFlow using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_langflow,docker,,"docker,langflow,ai,llm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_langflow"", ""explanation"": ""Docker LangFlow""}"
Set up langflow container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_langflow,docker,,"docker,langflow,ai,llm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_langflow"", ""explanation"": ""Docker LangFlow""}"
Create Docker LangFlow,execute_script,terraform,docker/terraform_docker_ubuntu_langflow,docker,,"docker,langflow,ai,llm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_langflow"", ""explanation"": ""Docker LangFlow""}"
Deploy litellm with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_litellm,docker,,"docker,litellm,ai,proxy","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_litellm"", ""explanation"": ""Docker LiteLLM""}"
Provision Docker LiteLLM using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_litellm,docker,,"docker,litellm,ai,proxy","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_litellm"", ""explanation"": ""Docker LiteLLM""}"
Set up litellm container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_litellm,docker,,"docker,litellm,ai,proxy","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_litellm"", ""explanation"": ""Docker LiteLLM""}"
Create Docker LiteLLM,execute_script,terraform,docker/terraform_docker_ubuntu_litellm,docker,,"docker,litellm,ai,proxy","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_litellm"", ""explanation"": ""Docker LiteLLM""}"
Deploy mongodb with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_mongodb,docker,,"docker,mongodb,nosql","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_mongodb"", ""explanation"": ""Docker MongoDB""}"
Provision Docker MongoDB using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_mongodb,docker,,"docker,mongodb,nosql","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_mongodb"", ""explanation"": ""Docker MongoDB""}"
Set up mongodb container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_mongodb,docker,,"docker,mongodb,nosql","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_mongodb"", ""explanation"": ""Docker MongoDB""}"
Create Docker MongoDB,execute_script,terraform,docker/terraform_docker_ubuntu_mongodb,docker,,"docker,mongodb,nosql","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_mongodb"", ""explanation"": ""Docker MongoDB""}"
Create Docker MySQL using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_mysql,docker,,"docker,mysql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_mysql"", ""explanation"": ""Docker MySQL""}"
Provision Docker MySQL with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_mysql,docker,,"docker,mysql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_mysql"", ""explanation"": ""Docker MySQL""}"
Set up Docker MySQL,execute_script,terraform,docker/terraform_docker_ubuntu_mysql,docker,,"docker,mysql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_mysql"", ""explanation"": ""Docker MySQL""}"
Deploy Docker MySQL,execute_script,terraform,docker/terraform_docker_ubuntu_mysql,docker,,"docker,mysql,database","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_mysql"", ""explanation"": ""Docker MySQL""}"
Deploy n8n with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_n8n,docker,,"docker,n8n,automation,workflow","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_n8n"", ""explanation"": ""Docker n8n""}"
Provision Docker n8n using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_n8n,docker,,"docker,n8n,automation,workflow","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_n8n"", ""explanation"": ""Docker n8n""}"
Set up n8n container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_n8n,docker,,"docker,n8n,automation,workflow","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_n8n"", ""explanation"": ""Docker n8n""}"
Create Docker n8n,execute_script,terraform,docker/terraform_docker_ubuntu_n8n,docker,,"docker,n8n,automation,workflow","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_n8n"", ""explanation"": ""Docker n8n""}"
Deploy nextcloud with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nextcloud,docker,,"docker,nextcloud,cloud,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nextcloud"", ""explanation"": ""Docker Nextcloud""}"
Provision Docker Nextcloud using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nextcloud,docker,,"docker,nextcloud,cloud,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nextcloud"", ""explanation"": ""Docker Nextcloud""}"
Set up nextcloud container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nextcloud,docker,,"docker,nextcloud,cloud,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nextcloud"", ""explanation"": ""Docker Nextcloud""}"
Create Docker Nextcloud,execute_script,terraform,docker/terraform_docker_ubuntu_nextcloud,docker,,"docker,nextcloud,cloud,storage","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nextcloud"", ""explanation"": ""Docker Nextcloud""}"
Deploy nextjs with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nextjs,docker,,"docker,nextjs,frontend","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nextjs"", ""explanation"": ""Docker Next.js""}"
Provision Docker Next.js using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nextjs,docker,,"docker,nextjs,frontend","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nextjs"", ""explanation"": ""Docker Next.js""}"
Set up nextjs container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nextjs,docker,,"docker,nextjs,frontend","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nextjs"", ""explanation"": ""Docker Next.js""}"
Create Docker Next.js,execute_script,terraform,docker/terraform_docker_ubuntu_nextjs,docker,,"docker,nextjs,frontend","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nextjs"", ""explanation"": ""Docker Next.js""}"
Deploy nginx with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nginx,docker,,"docker,nginx,webserver","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nginx"", ""explanation"": ""Docker Nginx""}"
Provision Docker Nginx using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nginx,docker,,"docker,nginx,webserver","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nginx"", ""explanation"": ""Docker Nginx""}"
Set up nginx container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nginx,docker,,"docker,nginx,webserver","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nginx"", ""explanation"": ""Docker Nginx""}"
Create Docker Nginx,execute_script,terraform,docker/terraform_docker_ubuntu_nginx,docker,,"docker,nginx,webserver","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nginx"", ""explanation"": ""Docker Nginx""}"
Deploy nodejs with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nodejs,docker,,"docker,nodejs,javascript","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nodejs"", ""explanation"": ""Docker Node.js""}"
Provision Docker Node.js using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nodejs,docker,,"docker,nodejs,javascript","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nodejs"", ""explanation"": ""Docker Node.js""}"
Set up nodejs container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_nodejs,docker,,"docker,nodejs,javascript","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nodejs"", ""explanation"": ""Docker Node.js""}"
Create Docker Node.js,execute_script,terraform,docker/terraform_docker_ubuntu_nodejs,docker,,"docker,nodejs,javascript","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_nodejs"", ""explanation"": ""Docker Node.js""}"
Deploy ollama with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_ollama,docker,,"docker,ollama,ai,llm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_ollama"", ""explanation"": ""Docker Ollama""}"
Provision Docker Ollama using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_ollama,docker,,"docker,ollama,ai,llm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_ollama"", ""explanation"": ""Docker Ollama""}"
Set up ollama container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_ollama,docker,,"docker,ollama,ai,llm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_ollama"", ""explanation"": ""Docker Ollama""}"
Create Docker Ollama,execute_script,terraform,docker/terraform_docker_ubuntu_ollama,docker,,"docker,ollama,ai,llm","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_ollama"", ""explanation"": ""Docker Ollama""}"
Deploy opentelemetry with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_opentelemetry,docker,,"docker,opentelemetry,observability","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_opentelemetry"", ""explanation"": ""Docker OpenTelemetry""}"
Provision Docker OpenTelemetry using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_opentelemetry,docker,,"docker,opentelemetry,observability","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_opentelemetry"", ""explanation"": ""Docker OpenTelemetry""}"
Set up opentelemetry container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_opentelemetry,docker,,"docker,opentelemetry,observability","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_opentelemetry"", ""explanation"": ""Docker OpenTelemetry""}"
Create Docker OpenTelemetry,execute_script,terraform,docker/terraform_docker_ubuntu_opentelemetry,docker,,"docker,opentelemetry,observability","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_opentelemetry"", ""explanation"": ""Docker OpenTelemetry""}"
Create Docker OpenVPN using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_openvpn,docker,,"docker,openvpn,vpn","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_openvpn"", ""explanation"": ""Docker OpenVPN""}"
Set up Docker OpenVPN with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_openvpn,docker,,"docker,openvpn,vpn","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_openvpn"", ""explanation"": ""Docker OpenVPN""}"
Provision Docker OpenVPN,execute_script,terraform,docker/terraform_docker_ubuntu_openvpn,docker,,"docker,openvpn,vpn","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_openvpn"", ""explanation"": ""Docker OpenVPN""}"
Configure Docker OpenVPN,execute_script,terraform,docker/terraform_docker_ubuntu_openvpn,docker,,"docker,openvpn,vpn","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_openvpn"", ""explanation"": ""Docker OpenVPN""}"
Deploy openwebui with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_openwebui,docker,,"docker,openwebui,ai,ui","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_openwebui"", ""explanation"": ""Docker OpenWebUI""}"
Provision Docker OpenWebUI using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_openwebui,docker,,"docker,openwebui,ai,ui","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_openwebui"", ""explanation"": ""Docker OpenWebUI""}"
Set up openwebui container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_openwebui,docker,,"docker,openwebui,ai,ui","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_openwebui"", ""explanation"": ""Docker OpenWebUI""}"
Create Docker OpenWebUI,execute_script,terraform,docker/terraform_docker_ubuntu_openwebui,docker,,"docker,openwebui,ai,ui","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_openwebui"", ""explanation"": ""Docker OpenWebUI""}"
Deploy pgadmin4 with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_pgadmin4,docker,,"docker,pgadmin,postgres,admin","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_pgadmin4"", ""explanation"": ""Docker pgAdmin4""}"
Provision Docker pgAdmin4 using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_pgadmin4,docker,,"docker,pgadmin,postgres,admin","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_pgadmin4"", ""explanation"": ""Docker pgAdmin4""}"
Set up pgadmin4 container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_pgadmin4,docker,,"docker,pgadmin,postgres,admin","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_pgadmin4"", ""explanation"": ""Docker pgAdmin4""}"
Create Docker pgAdmin4,execute_script,terraform,docker/terraform_docker_ubuntu_pgadmin4,docker,,"docker,pgadmin,postgres,admin","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_pgadmin4"", ""explanation"": ""Docker pgAdmin4""}"
Deploy php with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_php,docker,,"docker,php,web","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_php"", ""explanation"": ""Docker PHP""}"
Provision Docker PHP using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_php,docker,,"docker,php,web","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_php"", ""explanation"": ""Docker PHP""}"
Set up php container with terraform,execute_script,terraform,docker/terraform_docker_ubuntu_php,docker,,"docker,php,web","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_php"", ""explanation"": ""Docker PHP""}"
Create Docker PHP,execute_script,terraform,docker/terraform_docker_ubuntu_php,docker,,"docker,php,web","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_php"", ""explanation"": ""Docker PHP""}"
Deploy portainer with Docker using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_portainer,docker,,"docker,portainer,management","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_portainer"", ""explanation"": ""Docker Portainer""}"
Provision Docker Portainer using terraform,execute_script,terraform,docker/terraform_docker_ubuntu_portainer,docker,,"docker,portainer,management","{""action"": ""execute"", ""type"": ""terraform"", ""path"": ""docker/terraform_docker_ubuntu_portainer"", ""explanation"": ""Docker Portainer""}"
